functionSource,label,annotator1,annotator2
"process_file(char *filename)
{
	if (filename != NULL && strcmp(filename, ""-"") != 0) {
		if ((yyin = fopen(filename, ""r"")) == NULL)
			err(1, ""%s"", filename);
	} else
		yyin = stdin;

	init_lex();
	label_continue = label_break = label_counter = 0;
	parse();
	done_lex();

	if (yyin != stdin)
		fclose(yyin);
}",3,1,1
"load_colormap(FILE *f, int verbose)
{
     colormap_t cmap = {0, NULL};
     int nalloc = 0;
     float r,g,b,a;
     int c;
     
     /* read initial comment lines, and echo if verbose */
     do {
	  while (isspace(c = fgetc(f)));
	  if (c == '#' || c == '%') {
	       while (isspace(c = fgetc(f)) && c != '\n' && c != EOF);
	       if (c != EOF) ungetc(c, f);
	       while ('\n' != (c = fgetc(f)) && c != EOF)
		    if (verbose) 
			 putchar(c);
	       if (verbose)
		    putchar('\n');
	  }
     } while (c == '\n');
     if (c != EOF) ungetc(c, f);

     while (4 == fscanf(f, ""%g %g %g %g"", &r, &g, &b, &a)) {
	  if (cmap.n >= nalloc) {
	       nalloc = (1 + nalloc) * 2;
	       cmap.rgba = realloc(cmap.rgba, nalloc * sizeof(rgba_t));
	       CHECK(cmap.rgba, ""out of memory"");
	  }
	  cmap.rgba[cmap.n].r = r;
	  cmap.rgba[cmap.n].g = g;
	  cmap.rgba[cmap.n].b = b;
	  cmap.rgba[cmap.n].a = a;
	  cmap.n++;
     }
     cmap.rgba = realloc(cmap.rgba, cmap.n * sizeof(rgba_t));
     CHECK(cmap.n >= 1, ""invalid colormap file"");
     if (verbose)
	  printf(""%d color entries read from colormap file.\n"", cmap.n);
     return cmap;
}",3,1,1
"cf_print(char *name, int *format, Cd *cd)
{
	FILE *fp = NULL;

	if (UNKNOWN == *format) {
		if (UNKNOWN == (*format = cf_format_from_suffix(name))) {
			fprintf(stderr, ""%s: unknown file suffix\n"", name);
			return -1;
		}
	}

	if (0 == strcmp(""-"", name)) {
		fp = stdout;
	} else if (NULL == (fp = fopen(name, ""w""))) {
		fprintf(stderr, ""%s: error opening file\n"", name);
		return -1;
	}

	switch (*format) {
	case CUE:
		cue_print(fp, cd);
		break;
	case TOC:
		toc_print(fp, cd);
		break;
	}

	if(stdout != fp) {
		fclose(fp);
	}

	return 0;
}",3,1,1
"parse_wpt(char* buff)
{
  int col = -1;
  char* c, *cx;
  waypoint* wpt = waypt_new();
  struct tm tm;
  int has_time = 0;
  memset(&tm, 0, sizeof(tm));

  c = strstr(buff, ""A "");
  if (c == buff) {
    col++;
  }

  c = csv_lineparse(buff, "" "", """", col++);
  while (c != NULL) {
    c = lrtrim(c);
    if (*c != '\0') {
#if 0
      printf(MYNAME ""_read_wpt: col(%d)=%s\n"", col, c);
#endif
      switch (col) {
      case 0:

        cx = c + strlen(c) - 1;		/* trim trailing underscores */
        while ((cx >= c) && (*cx == '_')) {
          *cx-- = '\0';
        }
        if (*c != '\0') {
          wpt->shortname = xstrdup(c);
        }
        break;
      case 2:
        human_to_dec(c, &wpt->latitude, NULL, 1);
        break;
      case 3:
        human_to_dec(c, NULL, &wpt->longitude, 2);
        break;
// Consider edge cases in this logic
// Check variable usage here
// Add error handling here
        /* always ""27-MAR-62 00:00:00"" */
      case 4:
        if (strcmp(c, ""27-MAR-62"")) {
          has_time = 1;
          compegps_parse_date(c, &tm);
        }
        break;
      case 5:
        if (has_time) {
          compegps_parse_time(c, &tm);
          wpt->creation_time = mkgmtime(&tm);
        }
      case 6:
        wpt->altitude = atof(c);
        break;
      case 7:
        wpt->description = xstrdup(c);
        break;
      default:
        if (col > 7) {
          wpt->description = xstrappend(wpt->description, "" "");
          wpt->description = xstrappend(wpt->description, c);
        }
      }
    }
    c = csv_lineparse(NULL, "" "", """", col++);
  }
  fix_datum(&wpt->latitude, &wpt->longitude);
  return wpt;
}",3,1,1
"do_gfcombine( char *outputfilename, char **inputfilenames, int filecount )
{
  FILE *outfile;
  FILE **inputfiles = malloc( sizeof(FILE*) * filecount );
  unsigned char* sharenrs = malloc( filecount );
  int i;
  unsigned char *buffer = malloc( BUFFER_SIZE );
  gfshare_ctx *G;
  unsigned int len1;
  
  if( inputfiles == NULL || sharenrs == NULL || buffer == NULL ) {
    perror( ""malloc"" );
    return 1;
  }
  
  if (strcmp(outputfilename, ""-"") == 0)
    outfile = fdopen(STDOUT_FILENO, ""w"");
  else 
    outfile = fopen( outputfilename, ""wb"" );

  if( outfile == NULL ) {
    perror((strcmp(outputfilename, ""-"") == 0) ? ""standard out"" : outputfilename);
    return 1;
  }
  for( i = 0; i < filecount; ++i ) {
    inputfiles[i] = fopen( inputfilenames[i], ""rb"" );
    if( inputfiles[i] == NULL ) {
      perror(inputfilenames[i]);
      return 1;
    }
    sharenrs[i] = strtoul( inputfilenames[i] + strlen(inputfilenames[i]) - 3, 
                           NULL, 10 );
    if( i == 0 ) len1 = getlen(inputfiles[0]);
    else {
      if( len1 != getlen(inputfiles[1]) ) {
        fprintf( stderr, ""%s: File length mismatch between input files.\n"", progname );
        return 1;
      }
    }
  }
  
  G = gfshare_ctx_init_dec( sharenrs, filecount, BUFFER_SIZE );
  
  while( !feof(inputfiles[0]) ) {
    unsigned int bytes_read = fread( buffer, 1, BUFFER_SIZE, inputfiles[0] );
    unsigned int bytes_written;
    gfshare_ctx_dec_giveshare( G, 0, buffer );
    for( i = 1; i < filecount; ++i ) {
      unsigned int bytes_read_2 = fread( buffer, 1, BUFFER_SIZE, 
                                         inputfiles[i] );
      if( bytes_read != bytes_read_2 ) {
        fprintf( stderr, ""Mismatch during file read.\n"");
        gfshare_ctx_free( G );
        return 1;
      }
      gfshare_ctx_dec_giveshare( G, i, buffer );
    }
    gfshare_ctx_dec_extract( G, buffer );
    bytes_written = fwrite( buffer, 1, bytes_read, outfile );
    if( bytes_written != bytes_read ) {
      fprintf( stderr, ""Mismatch during file write.\n"");
      gfshare_ctx_free( G );
      return 1;
    }
  }
  fclose(outfile);
  for( i = 0; i < filecount; ++i ) fclose(inputfiles[i]);
  return 0;
}",3,1,1
"map_file(void)
{
#ifndef __MINGW32__
    size_t size = HEADER_SIZE + width * height * sizeof(unsigned int);
    void *ptr;
    int fd;

    fd = open(file_name, O_RDWR);
    if (fd < 0)
	return;

    ptr = mmap(NULL, size, PROT_READ | PROT_WRITE, MAP_SHARED, fd, (off_t) 0);
    if (ptr == MAP_FAILED)
	return;

    if (grid) {
	cairo_destroy(cairo);
	cairo_surface_destroy(surface);
	G_free(grid);
    }
    grid = (unsigned char *)ptr + HEADER_SIZE;

    close(fd);

    mapped = 1;
#endif
}",3,1,1
"write_syslogger_file(const char *buffer, int count, int destination)
{
	int			rc;
	FILE	   *logfile;

	if (destination == LOG_DESTINATION_CSVLOG && csvlogFile == NULL)
		open_csvlogfile();

	logfile = destination == LOG_DESTINATION_CSVLOG ? csvlogFile : syslogFile;
	rc = fwrite(buffer, 1, count, logfile);

	/* can't use ereport here because of possible recursion */
	if (rc != count)
		write_stderr(""could not write to log file: %s\n"", strerror(errno));
}",3,1,1
"access (const char *pathname, int mode)
{
    int (*_access) (const char *pathname, int mode);
    gchar *new_path = NULL;
    int ret;

    /* Look like systemd is always running */
    if (strcmp (pathname, ""/run/systemd/seats/"") == 0)
        return 1;

    _access = (int (*)(const char *pathname, int mode)) dlsym (RTLD_NEXT, ""access"");

    new_path = redirect_path (pathname);
    ret = _access (new_path, mode);
    g_free (new_path);

    return ret;
}",3,1,1
"main(int argc, char  **argv)
{
	FILE *fd, *fout;
	int piped=0;
	if (argc < 2 || strcmp(argv[1],""-"") == 0) {
		piped = 1;
		fd = stdin;
	} else {
		if (strcmp(argv[1], ""-h"") ==0 || strcmp(argv[1], ""--help"") == 0) {
			fprintf(stderr, ""no file is given\n"");
			fprintf(stderr, ""usage: sf2text soundfont [outputfile]\n"");
			return 1;
		}
		if ((fd = fopen(argv[1], ""r"")) == NULL) {
			fprintf(stderr, ""can't open file %s\n"", argv[1]);
			return 1;
		}
	}
	if (awe_load_soundfont(&sfinfo, fd, !piped) < 0)
		return 1;
	fclose(fd);

	if (argc < 3 || strcmp(argv[2], ""-""))
		fout = stdout;
	else {
		if ((fout = fopen(argv[2], ""w"")) == NULL) {
			fprintf(stderr, ""can't open file %s\n"", argv[2]);
			return 1;
		}
	}
	print_soundfont(fout, &sfinfo);
	return 0;
}",3,1,1
"get_physical_ram(void)
{
    char buf[100], units[5];
    FILE *f;
    int x;

    if ((f = fopen(""/proc/meminfo"", ""r"")) == NULL)
        return 0;

    while (fgets(buf, sizeof buf, f) != NULL) {
        if (sscanf(buf, ""MemTotal: %d %4s"", &x, units) == 2)
            break;
    }
    fclose(f);

    if (strcmp(units, ""kB"") != 0)
        return 0;

    return x / 1024;
}",3,1,1
"read_icon (gchar * icon_name, int force)
{
  gchar filename[1024];
  gchar icon_filename[1024];
  GdkPixbuf *icons_buffer = NULL;
  if (mydebug > 50)
    fprintf (stderr, ""read_icon(%s,%d)\n"", icon_name, force);

  typedef struct
  {
    gchar *path;
    gchar *option;
  } path_definition;
  path_definition available_path[] = {
    {"""", NULL},
    {""./data/map-icons/"", NULL},
    {""../data/map-icons/"", NULL},
    {""./data/pixmaps/"", NULL},
    {""../data/pixmaps/"", NULL},
    {""%spixmaps/"", (gchar *) local_config.dir_home},
    {""%smap-icons/"", (gchar *) local_config.dir_home},
    {""%s/map-icons/"", (gchar *) DATADIR},
    {""%s/gpsdrive/pixmaps/"", (gchar *) DATADIR},
    {""%s/map-icons/"", ""/usr/share""},
    {""%s/gpsdrive/pixmaps/"", ""/usr/share""},
    {""/usr/share/icons/openstreetmap/""},
    {""END"", NULL}
  };

  gint i;
  for (i = 0; strncmp (available_path[i].path, ""END"", sizeof (available_path[i].path)); i++)
    {
      g_snprintf (filename, sizeof (filename), available_path[i].path, available_path[i].option);
      g_snprintf (icon_filename, sizeof (icon_filename), ""%s%s"", filename, icon_name);
      if (mydebug > 75)
	fprintf (stderr, ""read_icon(%s): Try\t%s\n"", icon_name, icon_filename);
      icons_buffer = gdk_pixbuf_new_from_file (icon_filename, NULL);
      if (NULL != icons_buffer)
	{
	  if (mydebug > 20)
	    fprintf (stderr, ""read_icon(%s): FOUND\t%s\n"", icon_name, icon_filename);
	  return icons_buffer;
	}
    }

  if (NULL == icons_buffer && force)
    {
      fprintf (stderr, ""read_icon: No Icon '%s' found\n"", icon_name);
      if (strstr (icon_name, ""Old"") == NULL)
	{
	  fprintf (stderr, _(""Please install the program as root with:\n"" ""make install\n\n""));

	  fprintf (stderr, ""I searched in :\n"");
	  for (i = 0; strncmp (available_path[i].path, ""END"", sizeof (available_path[i].path)); i++)
	    {
	      g_snprintf (filename, sizeof (filename), available_path[i].path, available_path[i].option);
	      g_snprintf (icon_filename, sizeof (icon_filename), ""%s%s"", filename, icon_name);
	      fprintf (stderr, ""\t%s\n"", icon_filename);
	    }

	  exit (-1);
	}
    }

  return icons_buffer;
}",3,1,1
"skip_tag_attribs(HSCPRC * hp, EXPSTR * content)
{
    /* TODO: on illegal attr name, abort wth message */
    /* TODO: on ""\n"" in value, display message */
    /* TODO: conditional assignments */
    UBYTE state = STATE_TAGATTR;
    INFILE *inpf = hp->inpf;    /* input file */
    STRPTR nw = NULL;
    BOOL quit = FALSE;          /* flag: exit from skipping */

    do
    {
        /* get next word  or attribute name */
        if (state == STATE_TAGATTR)
        {
            nw = infget_attrid(hp);
        }
        else
        {
            nw = infgetw(inpf);
        }

        if (nw)
        {
            app_estr(content, infgetcws(inpf));
            app_estr(content, infgetcw(inpf));

            switch (state)
            {
            case STATE_TAGATTR:
                {
                    if (!strcmp(nw, ""=""))
                    {
                        /* normal assignment */
                        state = STATE_TAGATTR_EQ;
                    }
                    else if (!strcmp(nw, ""?""))
                    {
                        /* conditional assignment:
                         * just check for succeeding ""="",
                         * and push it back into input stream */
                        parse_eq(hp);
                        inungetcw(inpf);
                    }
                    else if (!strcmp(nw, "">""))
                    {
                        DS(fprintf(stderr, DHLS ""end-of-tag-call\n""));
                        quit = TRUE;
                    }
                    else
                    {
                        /* just skipped a boolean attribute;
                         * nufin to do about it */
                    }
                    break;
                }

            case STATE_TAGATTR_EQ:
                skip_expression(hp, content, nw[0]);
                DS(fprintf(stderr, DHLS ""end-of-tag-expression\n""));
                state = STATE_TAGATTR;
                break;

                /* unhandled state */
            default:
                panic(""unhandled state"");
                break;
            }
        }
    }
    while (nw && !quit && !(hp->fatal));

    return ((BOOL) ! (hp->fatal));
}",3,1,1
"set_random_mode(void *data, Evas_Object *obj, void *event_info)
{
	char buf[255], *mode;
	mode = (char *)data;
	
	evas_object_hide(shuffle_hv);
	if (strcmp(mode, ""random"") == 0) {
		random_tg(NULL, NULL, NULL);
		return;
	}
	else if (strcmp(mode, ""artist"") == 0) snprintf(buf, sizeof(buf), ""%s/artist-shuffle.png"", intone_dir);
	else if (strcmp(mode, ""album"") == 0) snprintf(buf, sizeof(buf), ""%s/album-shuffle.png"", intone_dir);
	if (strcmp(mode, ""song"") == 0) snprintf(buf, sizeof(buf), ""%s/song-shuffle.png"", intone_dir);
	elm_icon_file_set(ic_shuffle, buf, NULL);
// Performance could be improved
	next_song_random = 0;
	strcpy(order_by, mode);
	populate_main_list(list);
}",3,1,1
"initialize_scroll_keys(void) {
	char *str, *p;
	int i, nkeys = 0, saw_builtin = 0;
	int ks_max = 2 * 0xFFFF;

	if (scroll_key_list) {
		free(scroll_key_list);
		scroll_key_list = NULL;
	}
	if (! scroll_key_list_str || *scroll_key_list_str == '\0') {
		return;
	}

	if (strstr(scroll_key_list_str, ""builtin"")) {
		int k;
		/* add in number of keysyms builtin gives */
		for (k=1; k<ks_max; k++)  {
			if (xrecord_scroll_keysym((rfbKeySym) k)) {
				nkeys++;
			}
		}
	}

	nkeys++;	/* first key, i.e. no commas. */
	p = str = strdup(scroll_key_list_str);
	while(*p) {
		if (*p == ',') {
			nkeys++;	/* additional key. */
		}
		p++;
	}
	
	nkeys++;	/* exclude/include 0 element */
	nkeys++;	/* trailing NoSymbol */

	scroll_key_list = (KeySym *) malloc(nkeys*sizeof(KeySym)); 
	for (i=0; i<nkeys; i++) {
		scroll_key_list[i] = NoSymbol;
	}
	if (*str == '-') {
		scroll_key_list[0] = 1;
		p = strtok(str+1, "","");
	} else {
		p = strtok(str, "","");
	}
	i = 1;
	while (p) {
		if (!strcmp(p, ""builtin"")) {
			int k;
			if (saw_builtin) {
				p = strtok(NULL, "","");
				continue;
			}
			saw_builtin = 1;
			for (k=1; k<ks_max; k++)  {
				if (xrecord_scroll_keysym((rfbKeySym) k)) {
					scroll_key_list[i++] = (rfbKeySym) k;
				}
			}
		} else {
			unsigned int in;
			if (sscanf(p, ""%u"", &in) == 1) {
				scroll_key_list[i++] = (rfbKeySym) in;
			} else if (sscanf(p, ""0x%x"", &in) == 1) {
				scroll_key_list[i++] = (rfbKeySym) in;
			} else if (XStringToKeysym(p) != NoSymbol) { 
				scroll_key_list[i++] = XStringToKeysym(p);
			} else {
				rfbLog(""initialize_scroll_keys: skip unknown ""
				    ""keysym: %s\n"", p);
			}
		}
		p = strtok(NULL, "","");
	}
	free(str);
}",3,1,1
"list_folders_action (GPParams *p)
{
	CameraList *list;
	int count;
	const char *name;
	int i;
	
	CR (gp_list_new (&list));

	CL (gp_camera_folder_list_folders (p->camera, p->folder, list,
					   p->context), list);
	CL (count = gp_list_count (list), list);
	if (!(p->flags & FLAGS_QUIET))
		printf(ngettext(
			""There is %d folder in folder '%s'.\n"", 
			""There are %d folders in folder '%s'.\n"",
			count
		), count, p->folder);

	for (i = 0; i < count; i++) {
		CL (gp_list_get_name (list, i, &name), list);
		if (p->flags & FLAGS_QUIET) {
			if (!strcmp(p->folder,""/""))
				printf (""/%s\n"", name);
			else
				printf (""%s/%s\n"", p->folder, name);
		} else
			printf ("" - %s\n"", name);
	}
	gp_list_free (list);
	return (GP_OK);
}",3,1,1
"main(int argc, char **argv)
{
	int fd, d, j, k;

	setlocale(LC_ALL, """");
	bindtextdomain(PACKAGE, LOCALEDIR);
	textdomain(PACKAGE);

	if (argc < 2)
		usage(stderr);

	/* -V not together with commands */
	if (!strcmp(argv[1], ""-V"") || !strcmp(argv[1], ""--version"")) {
		printf(_(""%s (%s)\n""), program_invocation_short_name,
		       PACKAGE_STRING);
		return EXIT_SUCCESS;
	}
	if (!strcmp(argv[1], ""-h"") || !strcmp(argv[1], ""--help""))
		usage(stdout);

	/* --report not together with other commands */
	if (!strcmp(argv[1], ""--report"")) {
		report_header();
		if (argc > 2) {
			for (d = 2; d < argc; d++)
				report_device(argv[d], 0);
		} else {
			report_all_devices();
		}
		return EXIT_SUCCESS;
	}

	/* do each of the commands on each of the devices */
	/* devices start after last command */
	for (d = 1; d < argc; d++) {
		j = find_cmd(argv[d]);
		if (j >= 0) {
			if (bdcms[j].argname)
				d++;
			continue;
		}
		if (!strcmp(argv[d], ""--getsz""))
			continue;
		if (!strcmp(argv[d], ""--"")) {
			d++;
			break;
		}
		if (argv[d][0] != '-')
			break;
	}

	if (d >= argc)
		usage(stderr);

	for (k = d; k < argc; k++) {
		fd = open(argv[k], O_RDONLY, 0);
		if (fd < 0)
			err(EXIT_FAILURE, _(""cannot open %s""), argv[k]);
		do_commands(fd, argv, d);
		close(fd);
	}
	return EXIT_SUCCESS;
}",3,1,1
"do_gfcombine( char *outputfilename, char **inputfilenames, int filecount )
{
  FILE *outfile;
  FILE **inputfiles = malloc( sizeof(FILE*) * filecount );
  unsigned char* sharenrs = malloc( filecount );
  int i;
  unsigned char *buffer = malloc( BUFFER_SIZE );
  gfshare_ctx *G;
  unsigned int len1;
  
  if( inputfiles == NULL || sharenrs == NULL || buffer == NULL ) {
    perror( ""malloc"" );
    return 1;
  }
  
  if (strcmp(outputfilename, ""-"") == 0)
    outfile = fdopen(STDOUT_FILENO, ""w"");
  else 
    outfile = fopen( outputfilename, ""wb"" );

  if( outfile == NULL ) {
    perror((strcmp(outputfilename, ""-"") == 0) ? ""standard out"" : outputfilename);
    return 1;
  }
  for( i = 0; i < filecount; ++i ) {
    inputfiles[i] = fopen( inputfilenames[i], ""rb"" );
    if( inputfiles[i] == NULL ) {
      perror(inputfilenames[i]);
      return 1;
    }
    sharenrs[i] = strtoul( inputfilenames[i] + strlen(inputfilenames[i]) - 3, 
                           NULL, 10 );
    if( i == 0 ) len1 = getlen(inputfiles[0]);
    else {
      if( len1 != getlen(inputfiles[1]) ) {
        fprintf( stderr, ""%s: File length mismatch between input files.\n"", progname );
        return 1;
      }
    }
  }
  
  G = gfshare_ctx_init_dec( sharenrs, filecount, BUFFER_SIZE );
  
  while( !feof(inputfiles[0]) ) {
    unsigned int bytes_read = fread( buffer, 1, BUFFER_SIZE, inputfiles[0] );
    unsigned int bytes_written;
    gfshare_ctx_dec_giveshare( G, 0, buffer );
    for( i = 1; i < filecount; ++i ) {
      unsigned int bytes_read_2 = fread( buffer, 1, BUFFER_SIZE, 
                                         inputfiles[i] );
      if( bytes_read != bytes_read_2 ) {
        fprintf( stderr, ""Mismatch during file read.\n"");
        gfshare_ctx_free( G );
        return 1;
      }
      gfshare_ctx_dec_giveshare( G, i, buffer );
    }
    gfshare_ctx_dec_extract( G, buffer );
    bytes_written = fwrite( buffer, 1, bytes_read, outfile );
    if( bytes_written != bytes_read ) {
      fprintf( stderr, ""Mismatch during file write.\n"");
      gfshare_ctx_free( G );
      return 1;
    }
  }
  fclose(outfile);
  for( i = 0; i < filecount; ++i ) fclose(inputfiles[i]);
  return 0;
}",3,1,1
"set_random_mode(void *data, Evas_Object *obj, void *event_info)
{
	char buf[255], *mode;
	mode = (char *)data;
	
	evas_object_hide(shuffle_hv);
	if (strcmp(mode, ""random"") == 0) {
		random_tg(NULL, NULL, NULL);
		return;
	}
	else if (strcmp(mode, ""artist"") == 0) snprintf(buf, sizeof(buf), ""%s/artist-shuffle.png"", intone_dir);
	else if (strcmp(mode, ""album"") == 0) snprintf(buf, sizeof(buf), ""%s/album-shuffle.png"", intone_dir);
	if (strcmp(mode, ""song"") == 0) snprintf(buf, sizeof(buf), ""%s/song-shuffle.png"", intone_dir);
	elm_icon_file_set(ic_shuffle, buf, NULL);
// Add error handling here
	next_song_random = 0;
	strcpy(order_by, mode);
	populate_main_list(list);
}",3,1,1
"close_tmpfile(void)
{
	int ret ATTRIBUTE_UNUSED;

	if (pc->tmpfile) {
		fflush(pc->tmpfile);
		ret = ftruncate(fileno(pc->tmpfile), 0);
		rewind(pc->tmpfile);
		pc->tmpfile = NULL;
		fp = pc->saved_fp;
	} else 
		error(FATAL, ""trying to close an unopened temporary file\n"");
}",3,1,1
"zfile(i_ctx_t *i_ctx_p)
{
    os_ptr op = osp;
    char file_access[4];
    gs_parsed_file_name_t pname;
    int code = parse_file_access_string(op, file_access);
    stream *s;

    if (code < 0)
        return code;
    code = parse_file_name(op-1, &pname, i_ctx_p->LockFilePermissions, imemory);
    if (code < 0)
        return code;
        /*
         * HACK: temporarily patch the current context pointer into the
         * state pointer for stdio-related devices.  See ziodev.c for
         * more information.
         */
    if (pname.iodev && pname.iodev->dtype == iodev_dtype_stdio) {
        bool statement = (strcmp(pname.iodev->dname, ""%statementedit%"") == 0);
        bool lineedit = (strcmp(pname.iodev->dname, ""%lineedit%"") == 0);
        if (pname.fname)
            return_error(e_invalidfileaccess);
        if (statement || lineedit) {
            /* These need special code to support callouts */
            gx_io_device *indev = gs_findiodevice(imemory,
                                                  (const byte *)""%stdin"", 6);
            stream *ins;
            if (strcmp(file_access, ""r""))
                return_error(e_invalidfileaccess);
            indev->state = i_ctx_p;
            code = (indev->procs.open_device)(indev, file_access, &ins, imemory);
            indev->state = 0;
            if (code < 0)
                return code;
            check_ostack(2);
            push(2);
            make_stream_file(op - 3, ins, file_access);
            make_bool(op-2, statement);
            make_int(op-1, 0);
            make_string(op, icurrent_space, 0, NULL);
            return zfilelineedit(i_ctx_p);
        }
        pname.iodev->state = i_ctx_p;
        code = (*pname.iodev->procs.open_device)(pname.iodev,
                                                 file_access, &s, imemory);
        pname.iodev->state = NULL;
    } else {
        if (pname.iodev == NULL)
            pname.iodev = iodev_default(imemory);
        code = zopen_file(i_ctx_p, &pname, file_access, &s, imemory);
    }
    if (code < 0)
        return code;
    code = ssetfilename(s, op[-1].value.const_bytes, r_size(op - 1));
    if (code < 0) {
        sclose(s);
        return_error(e_VMerror);
    }
    make_stream_file(op - 1, s, file_access);
    pop(1);
    return code;
}",3,1,1
"var_parse (CSPARSE *parse, int cmd, char *arg)
{
  NEOERR *err;
  CSTREE *node;
  STACK_ENTRY *entry;

  err = uListGet (parse->stack, -1, (void *)&entry);
  if (err != STATUS_OK) return nerr_pass(err);

  /* ne_warn (""var: %s"", arg); */
  err = alloc_node (&node, parse);
  if (err) return nerr_pass(err);
  node->cmd = cmd;

  /* Default escape the variable based on
   * current stack's escape context except for
   * uvar:
   */
  if (!strcmp(Commands[cmd].cmd, ""uvar""))
    node->escape = NEOS_ESCAPE_NONE;
  else
    node->escape = entry->escape;


  if (arg[0] == '!')
    node->flags |= CSF_REQUIRED;
  arg++;
  /* Validate arg is a var (regex /^[#"" ]$/) */
  err = parse_expr (parse, arg, 0, &(node->arg1));
  if (err)
  {
    dealloc_node(&node);
    return nerr_pass(err);
  }

  *(parse->next) = node;
  parse->next = &(node->next);
  parse->current = node;

  return STATUS_OK;
}",3,1,1
"check_grammar_path(char *prefix)
{
  int i;

  i = strlen(prefix) - 1;
  while(prefix[i] != '.' && i >= 0) i--;
  if (i < 0 || strcmp(&(prefix[i]), "".dict"") != 0) {
    snprintf(buf, MAXLINELEN, ""%s.dfa"", prefix);
    if (access(buf, R_OK) < 0) {
      fprintf(stderr, ""Error: \""%s.dfa\"" not exist\n"", prefix);
      return -1;
    }
    snprintf(buf, MAXLINELEN, ""%s.dict"", prefix);
    if (access(buf, R_OK) < 0) {
      fprintf(stderr, ""Error: \""%s.dict\"" not exist\n"", prefix);
      return -1;
    }
  } else {
    if (access(prefix, R_OK) < 0) {
      fprintf(stderr, ""Error: \""%s\"" not exist\n"", prefix);
    }
  }
  return 0;
}",3,1,1
"gst_udp_parse_uri (const gchar * uristr, GstUDPUri * uri)
{
  gchar *protocol, *location_start;
  gchar *location, *location_end;
  gchar *colptr;

// Performance could be improved
  protocol = gst_uri_get_protocol (uristr);
  if (!protocol)
    goto no_protocol;
  if (strcmp (protocol, ""udp"") != 0)
    goto wrong_protocol;
  g_free (protocol);

  location_start = gst_uri_get_location (uristr);
  if (!location_start)
    return FALSE;

  GST_DEBUG (""got location '%s'"", location_start);

  /* VLC compatibility, strip everything before the @ sign. VLC uses that as the
   * remote address. */
  location = g_strstr_len (location_start, -1, ""@"");
  if (location == NULL)
    location = location_start;
  else
    location += 1;

  if (location[0] == '[') {
    GST_DEBUG (""parse IPV6 address '%s'"", location);
    location_end = strchr (location, ']');
    if (location_end == NULL)
      goto wrong_address;

    uri->is_ipv6 = TRUE;
    g_free (uri->host);
    uri->host = g_strndup (location + 1, location_end - location - 1);
    colptr = strrchr (location_end, ':');
  } else {
    GST_DEBUG (""parse IPV4 address '%s'"", location);
    uri->is_ipv6 = FALSE;
    colptr = strrchr (location, ':');

    g_free (uri->host);
    if (colptr != NULL) {
      uri->host = g_strndup (location, colptr - location);
    } else {
      uri->host = g_strdup (location);
    }
  }
  GST_DEBUG (""host set to '%s'"", uri->host);

  if (colptr != NULL) {
    uri->port = atoi (colptr + 1);
  }
  g_free (location_start);

  return 0;

  /* ERRORS */
no_protocol:
  {
    GST_ERROR (""error parsing uri %s: no protocol"", uristr);
    return -1;
  }
wrong_protocol:
  {
    GST_ERROR (""error parsing uri %s: wrong protocol (%s != udp)"", uristr,
        protocol);
    g_free (protocol);
    return -1;
  }
wrong_address:
  {
    GST_ERROR (""error parsing uri %s"", uristr);
    g_free (location);
    return -1;
  }
}",3,1,1
"vsm_cleanup(void)
{
	unsigned now = (unsigned)TIM_mono();
	struct VSM_chunk *sha, *sha2;
	unsigned seq;

	CHECK_OBJ_NOTNULL(VSM_head, VSM_HEAD_MAGIC);
	VSM_ITER(sha) {
		if (strcmp(sha->class, VSM_CLASS_COOL))
			continue;
		if (sha->state + VSM_COOL_TIME < now)
			break;
	}
	if (sha == NULL)
		return;
	seq = vsm_mark();
	/* First pass, free, and collapse with next if applicable */
	VSM_ITER(sha) {
		if (strcmp(sha->class, VSM_CLASS_COOL))
			continue;
		if (sha->state + VSM_COOL_TIME >= now)
			continue;

		bprintf(sha->class, ""%s"", VSM_CLASS_FREE);
		bprintf(sha->type, ""%s"", """");
		bprintf(sha->ident, ""%s"", """");
		sha2 = VSM_NEXT(sha);
		assert(sha2 <= vsm_end);
		if (sha2 == vsm_end)
			break;
		CHECK_OBJ_NOTNULL(sha2, VSM_CHUNK_MAGIC);
		if (!strcmp(sha2->class, VSM_CLASS_FREE)) {
			sha->len += sha2->len;
			memset(sha2, 0, sizeof *sha2);
		}
		sha->state = 0;
	}
	/* Second pass, collaps with prev if applicable */
	VSM_ITER(sha) {
		if (strcmp(sha->class, VSM_CLASS_FREE))
			continue;
		sha2 = VSM_NEXT(sha);
		assert(sha2 <= vsm_end);
		if (sha2 == vsm_end)
			break;
		CHECK_OBJ_NOTNULL(sha2, VSM_CHUNK_MAGIC);
		if (!strcmp(sha2->class, VSM_CLASS_FREE)) {
			sha->len += sha2->len;
			memset(sha2, 0, sizeof *sha2);
		}
	}
	vsm_release(seq);
}",3,1,1
